Name	Smiles
DEHYDROXY XYLOKETAL H	C[C@H]1CO[C@]2(C)Oc3cccc(O)c3C[C@H]12
8-O-ISOPROPYLDIONCOPHYLLINE A	COc1cccc2c(-c3ccc4c(c3OC(C)C)[C@@H](C)N[C@H](C)C4)c(C)cc(OC)c12
ILS-920	CO[C@@H]1C/C(C)=C\[C@H]2CC[C@@H]([C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(C)=C/[C@@H](C)C(=O)C[C@@H]([C@H](C)C[C@@H]3CC[C@@H](O)[C@H](OC)C3)OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]3(O)O[C@@H](CC[C@H]3C)C1)N(c1ccccc1)O2
TRISTIN	COc1cc(CCc2cc(O)cc(O)c2)ccc1O
MECHERCHARMYCIN A	C=C1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)c2nc(oc2-c2ccccc2)-c2coc(n2)-c2csc(n2)-c2coc(n2)-c2coc1n2
BATATASIN III	COc1cc(O)cc(CCc2cccc(O)c2)c1
AGELASTATIN A	CN1C(=O)N[C@H]2[C@@H]3NC(=O)c4ccc(Br)n4[C@@H]3C[C@]21O
OOSPOLACTONE	Cc1oc(=O)c2c(O)cccc2c1C
AGELASTATIN F	O=C1N[C@H]2[C@@H]3NC(=O)c4cc(Br)c(Br)n4[C@@H]3C[C@@]2(O)N1
BENZOSCEPTRIN C	Nc1nc2c([nH]1)c1c(c3[nH]c(N)nc32)[C@H](CNC(=O)c2cc(Br)c(Br)[nH]2)[C@H]1CNC(=O)c1cc(Br)c(Br)[nH]1
CROSSBYANOL B	O=S(=O)(O)Oc1ccc(Oc2cc(Br)c(Oc3ccc(OS(=O)(=O)O)c(Oc4ccc(Br)cc4Br)c3Br)c(Oc3ccc(Br)cc3Br)c2)cc1Br
REMURIN A	O=C(O)c1cc(O)c(O)c(Oc2c(C(=O)O[C@H]3[C@H](OC(=O)c4cc(O)c(O)c(O)c4)O[C@@H]4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@@H]3OC(=O)c3cc(O)c(O)c(O)c3O)cc(O)c(O)c2O)c1
LNTERCEDENSIDE E	CO[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O)CO[C@@H](O[C@@H]3CO[C@@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)[C@@H]7CC[C@]89C(=O)O[C@@](C)(/C=C\C=C(C)C)[C@@]8(O)[C@@H](OC(C)=O)C[C@@]9(C)C7=CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)[O-])[C@@H]4O)[C@H](O)[C@H]3O)[C@@H]2O)O[C@H](CO)[C@H]1O.[Na+]
PESCAPREIN III	CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
PRUDOMESTIN	COc1ccc(-c2oc3c(OC)c(O)cc(O)c3c(=O)c2O)cc1
AMBIGOL A	Oc1c(Cl)cc(Cl)cc1-c1c(Cl)cc(Cl)c(Oc2ccc(Cl)cc2Cl)c1O
CATHAFORMINE	COC(=O)N1CCc2c(OC)c3c(c4c2[C@@H]1Cc1cc(O)c(OC)cc1-4)OCO3
ISOVERBASCOSIDE NOAACETATE	CC(=O)Oc1ccc(/C=C/C(=O)OC[C@H]2O[C@@H](OCCc3ccc(OC(C)=O)c(OC(C)=O)c3)[C@H](OC(C)=O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]3OC(C)=O)[C@@H]2OC(C)=O)cc1OC(C)=O
LEPADIFORMINE B HYDROCHLORIDE	CCCC[C@@H]1CC[C@@H]2CCCC[C@]23CC[C@@H](CO)N13.Cl
TRICOLORIN B	CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)C(C)C)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3OC(=O)[C@@H](C)CC)[C@@H](O[C@H](CO)[C@H]2O)O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]2O1
ORIZABIN XI	C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@H]3O[C@H]4[C@@H](O[C@H](COC(=O)C(C)C)[C@@H](O)[C@@H]4O)O[C@@H]4[C@@H](O)[C@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3OC(=O)[C@@H](C)[C@H](C)O)[C@H](O)[C@H]1O
ORIZABIN XXI	CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@H](C)[C@@H](OC(=O)[C@@H](C)CC)[C@H](O)[C@H]3O)[C@H](C)O[C@@H](O[C@H]3[C@@H](O[C@H](COC(=O)[C@@H](C)[C@H](C)O)[C@@H](O)[C@@H]3O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](C)O[C@H]3O1)[C@@H]2OC(=O)[C@@H](C)CC
3,6 BISMETHYL(THIOCYCLO)ALANYLTRYPTOPHYL	CS[C@]1(C)NC(=O)[C@](Cc2c[nH]c3ccccc23)(SC)NC1=O
MURUCOIDIN III	CCCCC[C@H]1CCCCCCCCCC(=O)O[C@H]2[C@@H](O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O)[C@H]4O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3OC(=O)[C@@H](C)CC)[C@H]2O)O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]2O1
ESCIN IVF	C/C=C(/C)C(=O)OC[C@@]12[C@@H](CC(C)(C)[C@@H](O)[C@@H]1O)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O
NORLYNGBYASTATIN 2	CC[C@H](C)[C@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](COC)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@H](CC)CCC[C@@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@H](C)C/C=C(\C)C(=O)CC(=O)N1C
Ro-281675	CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2nccs2)cc1
PENTIZIDONE SODIUM	CC(=O)/C=C(/C)N[C@@H]1CON=C1[O-].O.[Na+]
LOPHOCLADINE A	O=c1[nH]cc(-c2ccccc2)c2ccncc12
ORIZABIN X	C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@H]3O[C@H]4[C@@H](O[C@H](COC(=O)C(C)C)[C@@H](O)[C@@H]4O)O[C@@H]4[C@@H](O)[C@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3OC(=O)[C@H](C)[C@@H](C)O)[C@H](O)[C@H]1O
ORIZABIN XVIII	CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@H](C)[C@@H](OC(=O)[C@@H](C)CC)[C@H](O)[C@H]3O)[C@H](C)O[C@@H](O[C@H]3[C@@H](O[C@H](COC(=O)[C@@H](C)CC)[C@@H](O)[C@@H]3O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](C)O[C@H]3O1)[C@@H]2OC(=O)[C@H](C)[C@@H](C)O
ORIZABIN XIX	CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@H](C)[C@@H](OC(=O)[C@@H](C)CC)[C@H](O)[C@H]3O)[C@H](C)O[C@@H](O[C@H]3[C@@H](O[C@H](COC(=O)[C@@H](C)CC)[C@@H](O)[C@@H]3O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](C)O[C@H]3O1)[C@@H]2OC(=O)[C@@H](C)[C@H](C)O
ORIZABIN XX	CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@H](C)[C@@H](OC(=O)[C@@H](C)CC)[C@H](O)[C@H]3O)[C@H](C)O[C@@H](O[C@H]3[C@@H](O[C@H](COC(=O)[C@H](C)[C@@H](C)O)[C@@H](O)[C@@H]3O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](C)O[C@H]3O1)[C@@H]2OC(=O)[C@@H](C)CC
ESCIN IVC	C/C=C(\C)C(=O)O[C@H]1[C@H](O)C(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@]21COC(C)=O
TRIPTOBENZENE L	C=C1C[C@@H]2[C@](C)(CC[C@H](O)[C@]2(C)CO)c2ccc(C(C)C)cc21
AZD-2014	COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO
ACROPHYLLIDINE	COc1ccc2c(=O)c3ccoc3n(CCC(C)(C)O)c2c1
GIGANTICINE	CCOC(=O)Nc1ccc([C@H](NC(C)=O)C(=O)O)cc1
LAMBERTIC ACID	CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@](C)(C(=O)O)[C@@H]1CC2
KUANONIAMINE D	CC(=O)NCCc1c2[nH]c3ccccc3c3ccnc(c4ncsc14)c23
CEFMATILEN	Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(SCSc4cnn[nH]4)CS[C@H]23)cs1
VITEDOAMINE B	COc1cc(-c2c3c(cc4cc(OC)c(O)cc24)CNC3=O)ccc1O
MAGNOVATIN A	C[C@H](Cc1ccc2c(c1)OCO2)[C@@H](C)[C@H](O)c1ccc2c(c1)OCO2
CANDENATENIN A	COc1ccc(/C=C/Cc2ccc(O)c(OC)c2OC)cc1O
ARISANSCHININ F	COc1cc2c(c(O)c1OC)-c1c(cc(O)c(OC)c1OC)C[C@H](C)[C@H](C)C2
GUAIACYL GLYCEROL	COc1cc(C(O)C(O)CO)ccc1O
CARABRYL ALPHA-NAPHTHYLACETATE	C=C1C(=O)O[C@@H]2C[C@]3(C)C(CCC(C)OC(=O)Cc4cccc5ccccc45)[C@@H]3C[C@H]12
PSEUDOUREA	N=C(N)SCc1c2ccccc2c(CSC(=N)N)c2ccccc12
CRYPTOHEPTINE	CN1C2=CC(O)=c3ccccc3=NC2c2ccccc21
ASPIDOCARPINE	CC[C@@]12CCCN3CC[C@]4(c5ccc(OC)c(O)c5N(C(C)=O)[C@@H]4CC1)[C@H]32
CHISOPANIN F	CO[C@H]1O[C@@H]([C@H](O)C(C)(C)OC)C[C@H]1[C@H]1CC=C2[C@@]1(C)CC[C@@H]1[C@@]3(C)CC[C@@H](OC(C)=O)C(C)(C)[C@@H]3C[C@@H](O)[C@@]21C
PHOYUNBENE E	COc1c(O)cccc1/C=C/c1cc(O)cc(O)c1
PARSALMIDE	C#CCOc1ccc(N)cc1C(=O)NCCCC
CURACIN B	C=CC[C@@H](CC/C(C)=C/C=C\CC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1)OC
TENUIFOLIN	COc1ccc2c(c1)CC=C(CO)c1cc3c(cc1-2)OCO3
ARISANSCHININ G	COc1cc2c(c(O)c1OC)-c1c(cc(O)c(OC)c1OC)C[C@@H](C)[C@@H](C)C2
AMOXYDRAMINE CAMSILATE	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2.C[N+](C)([O-])CCOC(c1ccccc1)c1ccccc1
BEILSCHMIEDIC ACID A	CCCCCCCC[C@H]1[C@@H]2C[C@@H]3[C@H]4[C@@H]2[C@@H]1C=C[C@H]4C(C(=O)O)=C[C@@H]3O
HIRUSUTOLIDE	C=C1C(=O)O[C@H]2C[C@@]3(C)O[C@@H]3CC/C(C(=O)OC)=C\C[C@H]12
DESFORMYLFLUSTRABROMINE	C=CC(C)(C)c1[nH]c2cc(Br)ccc2c1CCNC
PRETHYRSENOL A	CC(C)(O)[C@H]1CC[C@](C)([C@@H](O)CC[C@@](O)(CO)C(=O)CC[C@H]2O[C@@H]([C@]3(C)CC[C@@H](Br)C(C)(C)O3)CC[C@]2(C)O)O1
LEHUALIDE D	COc1oc(C/C=C(\C)CCCCCCCCCS)c(C)c(=O)c1OC
MICROCOCCIN	C/C=C(\NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3cnc(s3)[C@@H]([C@H](C)O)NC(=O)c3csc(n3)[C@@H](C(C)C)NC(=O)c3csc(n3)/C(=C/C)NC(=O)[C@H]([C@H](C)O)NC(=O)c3csc-4n3)n2)n1)C(=O)NC[C@H](C)O
FLUOROMISONIDAZOLE	O=[N+]([O-])c1nccn1CC(O)CF
ISOGUAIACIN	COc1cc([C@@H]2c3cc(O)c(OC)cc3C[C@@H](C)[C@H]2C)ccc1O
STOLONIFERIN III	CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
LACTAM MONOMER	C=CC(=O)O[C@H]1[C@@H](C(COC(=O)CCC(=O)O[C@H]2C(=O)N(SC(C)CC)[C@H]2c2ccccc2Cl)OC(=O)CCC(=O)O[C@H]2C(=O)N(SC(C)CC)[C@H]2c2ccccc2Cl)O[C@@H]2OC(C)(C)O[C@H]12
NECTANDRIN A	COc1cc([C@H]2O[C@@H](c3ccc(OC)c(OC)c3)[C@H](C)[C@@H]2C)ccc1O
PARVIFLORENE F	Cc1cc(O)c2c(c1)[C@H](C(C)C)Cc1cc3c(cc1-2)[C@@H](O)[C@@H](C(C)C)c1cc(C)cc(O)c1-3
MERIOLIN 3	COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12
NAAMINE G	COc1ccc(Cc2[nH]c(=N)n(C)c2Cc2cc(OC)c(O)c(OC)c2)cc1
KEALIININE A	COc1ccc(-c2c3cc(O)c(OC)cc3cc3c2[nH]c(=N)n3C)cc1
1,14-DI-O-METHYLDIHYDROOHIOENSIN B	COc1cc(OC)c2c3c1-c1c(O)cccc1[C@@H]1Oc4ccccc4[C@@H](C[C@@H]2OC)[C@@H]31
HARMOL	Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12
HARMINE HYDROCHLORIDE HYDRATE	COc1ccc2c(c1)[nH]c1c(C)nccc12.Cl.O
NOREUGENIN	Cc1cc(=O)c2c(O)cc(O)cc2o1
ANASTEROSIDE A	CC(C)CC(=O)C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C.[Na+]
GLIRICIDIN	COc1ccc2c(c1)OC[C@H]1Oc3cc(O)ccc3C(c3cc([C@@H]4COc5cc(O)ccc5C4)ccc3OC)[C@@]21O
TRILOBINE	COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1NCCc3cc(OC)c4c(c31)Oc1cc3c(cc1O4)CCN(C)[C@H]3C2
STEMOFURAN D	COc1cc(O)c(C)c(-c2cc3c(O)cccc3o2)c1
CYPERIN	COc1cc(C)c(Oc2cc(C)cc(O)c2)c(O)c1
POLYSYPHORIN	C/C=C/c1cc(OC)c(O[C@H](C)[C@@H](O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1
EPIGRANDISIN	COc1cc([C@H]2O[C@@H](c3cc(OC)c(OC)c(OC)c3)[C@H](C)[C@H]2C)cc(OC)c1OC
COMPLESTATINS A	CN1C(=O)[C@@H](c2cc(Cl)c(O)c(Cl)c2)NC(=O)[C@@H]2NC(=O)[C@@H](c3cc(Cl)c(O)c(Cl)c3)NC(=O)[C@H](NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)CC3C(=O)Nc4cc(ccc43)-c3cc2cc(c3O)Oc2ccc(cc2)C[C@H]1C(=O)N[C@@H](C(=O)O)c1ccc(O)cc1
THALRUGOSIDINE	COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(OC)c(OC)c(c3CCN1C)Oc1c(O)c(OC)cc3c1[C@H](C2)N(C)CC3
PENITREM C	C=C1Cc2c(Cl)cc3[nH]c4c5c3c2[C@H]2[C@@H]1C[C@@H]2C(C)(C)O[C@H]5[C@@H]1CC[C@@]2(O)C3=C[C@@H](O)[C@@H](C(=C)C)O[C@H]3CC[C@]2(C)[C@@]41C
(-)-PINORESINOL	COc1cc([C@@H]2OC[C@@H]3[C@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O
tectol	CC1(C)C=Cc2c(-c3c4c(c5ccccc5c3O)OC(C)(C)C=C4)c(O)c3ccccc3c2O1
ZANHASAPONIN B	C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CC[C@@H]5[C@@]6(C)C[C@H](O)[C@H](O[C@@H]7O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]7O)[C@@](C)(C(=O)O)[C@@H]6CC[C@@]5(C)[C@]3(C)C[C@H]4O)O[C@@H](C)[C@H](O)[C@H]2O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
ENOKIPODIN A	Cc1cc2c(cc1O)[C@@]1(C)CC[C@@](O)(O2)C1(C)C
KAHALALIDE S	C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H]2CCCN2C(=O)C(NC(=O)C(NC(=O)C(NC(=O)[C@@H](CCC(=O)O)NC(=O)CCCC(O)CC(C)C)C(C)C)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)OC(=O)C(C(C)C)NC1=O
SALVIANEN	Cc1nc2c(o1)c1c(C)coc1c1ccc3c(c12)CCCC3(C)C
MEDICOSMINE	COc1c2c(nc3ccc4c(c13)C=CC(C)(C)O4)OCC2
RACEMOSALACTONE C	C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](C)[C@@]3(O)C=C12
GIBBEROSENE A	CC(=O)O[C@H]1c2oc(cc2C(C)C)[C@@H](C)CC/C=C(\C)CC[C@@H]2O[C@]21C
DRACORHODIN	COc1c2ccc(-c3ccccc3)oc-2cc(=O)c1C
DECUSSINE	C[C@@H]1c2cnccc2C=C2c3c(c4ccccc4n31)CCN2C
CIWUJIANOSIDE C4	CC(=O)OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CC[C@H]5[C@@H](CC[C@H]6C(C)(C)[C@@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]56C)[C@]3(C)CC4)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
THEOPAPUAMIDE	CCC(C)CC(C)C(O)C(C)C(=O)N[C@H](CN)C(=O)NC(C(O)C(O)C(=O)N[C@H](C(=O)N[C@H]1C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](CCCN)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](OC)C(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@@H]1C)[C@H](C)C(C)C(N)=O)C(C)(C)O
ANHYDROLYCORINE	c1cc2c3c(c1)-c1cc4c(cc1CN3CC2)OCO4
GEMIN A	O=C(O[C@H]1[C@@H]2Oc3c(c4cc(O)c(O)c(O)c4c4c(O)c(O)c(O)cc34)OC[C@H]2O[C@H](OC(=O)c2cc(O)c(O)c(Oc3c(C(=O)O[C@@H]4O[C@@H]5COC(=O)c6cc(O)c(O)c(O)c6-c6c(cc(O)c(O)c6O)C(=O)O[C@H]5[C@@H]5OC(=O)c6cc(O)c(O)c(O)c6-c6c(cc(O)c(O)c6O)C(=O)O[C@@H]45)cc(O)c(O)c3O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
AGRIMONIIN	O=C(O[C@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]21)c1cc(O)c(O)c(Oc2c(C(=O)O[C@H]3O[C@@H]4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@@H]4OC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]43)cc(O)c(O)c2O)c1
RUGOSIN D	O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(Oc4c(C(=O)O[C@@H]5O[C@@H]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C@H]6[C@H](OC(=O)c6cc(O)c(O)c(O)c6)[C@H]5OC(=O)c5cc(O)c(O)c(O)c5)cc(O)c(O)c4O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
MURUCIN 2	CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)OC3O[C@@H]4[C@@H](O)[C@H](O)[C@@H](C)O[C@H]4OC(CCCCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
CARYACHINE	COc1cc2c(cc1O)[C@@H]1Cc3cc4c(cc3[C@H](C2)N1C)OCO4
ANNOMONTINE	Nc1nccc(-c2nccc3c2[nH]c2ccccc23)n1
ORCHIDASTROSIDE C	C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@H]6[C@H](CO)O[C@@H](OC[C@H]7O[C@@H](O[C@H]8[C@H](O)CO[C@@H](O[C@@H]9[C@@H](O[C@@H]%10OC[C@H](O)[C@H](O)[C@H]%10O)[C@H](O[C@@H]%10[C@H](O)[C@@H](O[C@@H]%11O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%11O)[C@H](O)O[C@@H]%10CO)O[C@H](CO)[C@H]9O)[C@@H]8O)[C@H](O)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@@H](CO)[C@H](O)[C@H]9O)[C@@H](O)[C@H](O)[C@H]8O)[C@@H]7O)[C@@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
4,5,6,7-TETRACHLOROPHTHALIDE	O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21
ORCHIDASTROSIDE E	C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@H]6[C@H](CO)O[C@@H](OC[C@H]7O[C@@H](O[C@@H]8[C@@H](O)[C@H](O[C@@H]9[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O)[C@H]%10O)[C@H](O[C@H]%10[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]%10O)O[C@H](CO)[C@H]9O)O[C@H](CO)[C@H]8O)[C@H](O)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@@H](CO)[C@H](O)[C@H]9O)[C@@H](O)[C@H](O)[C@H]8O)[C@@H]7O)[C@@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
AMPHIDINOL 17	C=CCC/C=C/C=C/C=C/CC/C=C/[C@@H](O)[C@H](O)C1O[C@@H]([C@H](O)[C@H](O)C(=C)CC[C@@H](O)C2C[C@@H](O)[C@@H](O)[C@H]([C@@H](O)[C@H](O)/C=C(\C)CC[C@H](O)C[C@H](O)[C@H](O)[C@@H](C)C[C@H](O)C(O)C(C)CCC(O)CCCC(O)CCCCCOS(=O)(=O)O)O2)C[C@@H](O)[C@H]1O
ILEKUDINOSIDE H	C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4[C@@H](O)CC4=C6[C@](C)(O)[C@]7(C)CC[C@@]6(CC[C@]45C)C(=O)O7)C3(C)C)OC[C@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
AZUMAMIDE E	CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C/C=C\CCC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O
MELODININE E	CC[C@@]12CCCN3C(=O)C=C4c5ccccc5N(C(=O)CC1)C432
XENOGNOSIN	COc1cc(O)ccc1C/C=C/c1ccc(O)cc1
PHALLOIDIN	C[C@@H]1NC(=O)[C@H](C[C@@](C)(O)CO)NC(=O)[C@H]2NC(=O)[C@H](C)NC(=O)[C@@H]3C[C@H](O)CN3C(=O)[C@@H](CSc3[nH]c4ccccc4c32)NC(=O)[C@H]([C@@H](C)O)NC1=O
BEILSCHMIEFLAVONOID A	COc1cc2c(c(OC)c1OC)[C@H](O[C@@H]1C[C@@H](c3ccccc3)Oc3cc(OC)c(OC)c(OC)c31)C[C@@H](c1ccccc1)O2
